video_id,nicho_tribu,producto_mercadona,titulo,hashtags,url_video,fecha_publicacion,vistas,likes,comentarios
V01827,Eco-Friendly,Detergente Ecológico,Alternativas Sostenibles en el Baño,"#productosverdes, #plasticfree, #sostenible, #zerowaste, #mercadona, #hacendado",https://www.tiktok.com/@eco_hacks/video/708056384540718439,2025-08-12 14:04:48,46757,3255,341
V01828,Gym Enthusiast,Barrita de Proteínas (Sabor Varios),La Mejor Proteína Barata de Hacendado,"#recetasfit, #gymtok, #volumen, #mercadona, #hacendado, #barritadeproteínas",https://www.tiktok.com/@gymfoodie/video/742699631699190496,2025-07-12 14:04:48,123228,5094,381
V01829,Gym Enthusiast,Claras de Huevo,La Mejor Proteína Barata de Hacendado,"#volumen, #mercadona, #mercadona, #clarasdehuevo",https://www.tiktok.com/@gymfoodie/video/746924734496890690,2025-10-08 14:04:48,210275,6506,664
V01830,Vegano,Hummus Clásico,Alternativas Vegetales TOP en el Súper,"#plantbased, #vegano, #recetasveganas, #mercadona, #hacendado",https://www.tiktok.com/@veganlife_es/video/798249456204810332,2025-08-02 14:04:48,87000,2464,254
V01831,Gym Enthusiast,Queso Fresco Batido 0%,Receta Post-Entreno Proteica,"#recetasfit, #proteina, #gymtok, #mercadona",https://www.tiktok.com/@gymfoodie/video/786577207927039201,2025-08-05 14:04:48,58322,1937,223
V01832,Gym Enthusiast,Barrita de Proteínas (Sabor Varios),Receta Post-Entreno Proteica,"#gymtok, #volumen, #mercadona, #recetasfit, #mercadona",https://www.tiktok.com/@gymfoodie/video/727885268212049289,2025-06-10 14:04:48,89154,6205,415
V01833,Familia Numerosa,Detergente Lavadora Formato XL,Tuppers para Toda la Semana Familiar,"#recetasencasa, #comprasemanal, #packahorro",https://www.tiktok.com/@misfamiliafood/video/710479114508018694,2025-09-25 14:04:48,13223,923,77
V01834,Eco-Friendly,Bolsas Reutilizables Fruta,Productos Zero Waste de Mercadona,"#productosverdes, #zerowaste, #ecofriendly, #bio, #mercadona, #hacendado",https://www.tiktok.com/@eco_hacks/video/771311591289854812,2025-10-01 14:04:48,47137,1511,111
V01835,Eco-Friendly,Bolsas Reutilizables Fruta,Productos Zero Waste de Mercadona,"#productosverdes, #plasticfree, #zerowaste",https://www.tiktok.com/@eco_hacks/video/723205522233330332,2025-07-02 14:04:48,23219,598,59
V01836,Gym Enthusiast,Pechuga de Pavo Loncheada,Cena FIT en 10 minutos,"#mercadona, #fitness, #mercadona, #hacendado",https://www.tiktok.com/@gymfoodie/video/797219812774201326,2025-07-17 14:04:48,213230,10050,949
V01837,Gym Enthusiast,Pechuga de Pavo Loncheada,Cena FIT en 10 minutos,"#recetasfit, #volumen, #hacendado",https://www.tiktok.com/@gymfoodie/video/713626202109566906,2025-09-14 14:04:48,60668,4346,605
V01838,Conveniente/Express,Pizza Congelada Variada,Cena por Menos de 5€ y en 5 Minutos,"#express, #ahorratiempo, #soltero, #mercadona",https://www.tiktok.com/@quickmeals_es/video/735159193443966718,2025-08-14 14:04:48,218810,11727,1194
V01839,Eco-Friendly,Arroz Integral BIO,Mi Compra a Granel,"#plasticfree, #sostenible, #hacendado",https://www.tiktok.com/@eco_hacks/video/740438058238590951,2025-09-23 14:04:48,21369,958,66
V01840,Eco-Friendly,Detergente Ecológico,Productos Zero Waste de Mercadona,"#bio, #plasticfree, #zerowaste, #mercadona",https://www.tiktok.com/@eco_hacks/video/746232035686020824,2025-05-24 14:04:48,8279,428,35
V01841,Eco-Friendly,Detergente Ecológico,Mi Compra a Granel,"#plasticfree, #bio, #zerowaste, #sostenible, #detergenteecológico",https://www.tiktok.com/@eco_hacks/video/727827997576139199,2025-10-13 14:04:48,26207,854,81
V01842,Eco-Friendly,Bolsas Reutilizables Fruta,Productos Zero Waste de Mercadona,"#ecofriendly, #productosverdes, #zerowaste",https://www.tiktok.com/@eco_hacks/video/782985033306292435,2025-10-14 14:04:48,34654,1840,134
V01843,Gym Enthusiast,Crema de Cacahuete Natural,Receta Post-Entreno Proteica,"#volumen, #gymtok, #mercadona, #hacendado",https://www.tiktok.com/@gymfoodie/video/792573517896456519,2025-08-03 14:04:48,10842,804,112
V01844,Celíaco/Intolerancias,Pan Tostado Sin Gluten,Pan Sin Gluten que Sabe a Pan Real,"#apto, #celiaco, #glutenfree, #sinlactosa, #mercadona, #pantostadosingluten",https://www.tiktok.com/@celiaco_reviews/video/725687587780356614,2025-08-07 14:04:48,49471,3573,490
V01845,Eco-Friendly,Champú Sólido,Alternativas Sostenibles en el Baño,"#sostenible, #zerowaste, #mercadona",https://www.tiktok.com/@eco_hacks/video/717041563957322348,2025-08-25 14:04:48,12136,877,129
V01846,Familia Numerosa,Pack Ahorro de Leche Entera (6L),Compra Mensual en Mercadona (MAXI CESTA),"#comprasemanal, #organizacion, #recetasencasa, #familia, #mercadona, #hacendado, #packahorrodelecheentera",https://www.tiktok.com/@misfamiliafood/video/728068474944939883,2025-09-29 14:04:48,15432,842,79
V01847,Vegano,Hamburguesas Vegetales (Sabor X),Tofu Revuelto Épico,"#singluten, #mercadona, #vegano, #hamburguesasvegetales",https://www.tiktok.com/@veganlife_es/video/771771564774096175,2025-08-31 14:04:48,148885,5978,492
V01848,Eco-Friendly,Arroz Integral BIO,Productos Zero Waste de Mercadona,"#ecofriendly, #bio, #plasticfree, #mercadona, #hacendado",https://www.tiktok.com/@eco_hacks/video/702690565675919406,2025-09-10 14:04:48,36862,1277,91
V01849,Gym Enthusiast,Barrita de Proteínas (Sabor Varios),La Mejor Proteína Barata de Hacendado,"#recetasfit, #mercadona, #gymtok, #mercadona, #barritadeproteínas",https://www.tiktok.com/@gymfoodie/video/720818495357014892,2025-05-17 14:04:48,63275,3411,182
V01850,Conveniente/Express,Tortilla de Patatas Envasada,Cena por Menos de 5€ y en 5 Minutos,"#express, #cenafacil, #soltero, #comidapreparada, #hacendado",https://www.tiktok.com/@quickmeals_es/video/793574740549190333,2025-08-22 14:04:48,182540,5036,313
V01851,Vegano,Garbanzos Cocidos (Bote),Tofu Revuelto Épico,"#mercadona, #recetasveganas, #singluten, #plantbased, #mercadona",https://www.tiktok.com/@veganlife_es/video/752785899442221359,2025-06-06 14:04:48,130930,6865,541
V01852,Familia Numerosa,Pack Ahorro de Leche Entera (6L),Recetas de Pasta que Encantan a Todos,"#recetasencasa, #organizacion",https://www.tiktok.com/@misfamiliafood/video/778420785342954501,2025-08-28 14:04:48,18534,401,22
V01853,Gym Enthusiast,Barrita de Proteínas (Sabor Varios),Receta Post-Entreno Proteica,"#gymtok, #volumen, #mercadona",https://www.tiktok.com/@gymfoodie/video/737641587111445197,2025-07-17 14:04:48,75543,5623,318
V01854,Eco-Friendly,Detergente Ecológico,Mi Compra a Granel,"#sostenible, #zerowaste, #productosverdes, #ecofriendly",https://www.tiktok.com/@eco_hacks/video/725095150925369415,2025-08-13 14:04:48,46530,1405,115
V01855,Eco-Friendly,Champú Sólido,Mi Compra a Granel,"#productosverdes, #ecofriendly, #plasticfree",https://www.tiktok.com/@eco_hacks/video/727661496606567876,2025-07-09 14:04:48,9027,523,27
V01856,Gym Enthusiast,Pechuga de Pavo Loncheada,Cena FIT en 10 minutos,"#proteina, #gymtok, #volumen, #mercadona, #mercadona",https://www.tiktok.com/@gymfoodie/video/762085873596328410,2025-09-16 14:04:48,71460,3599,295
V01857,Gym Enthusiast,Pechuga de Pavo Loncheada,Receta Post-Entreno Proteica,"#proteina, #mercadona, #gymtok, #volumen, #pechugadepavoloncheada",https://www.tiktok.com/@gymfoodie/video/784134359769736790,2025-11-06 14:04:48,98480,2355,231
V01858,Gym Enthusiast,Queso Fresco Batido 0%,Receta Post-Entreno Proteica,"#fitness, #recetasfit, #hacendado",https://www.tiktok.com/@gymfoodie/video/704279807810384792,2025-07-05 14:04:48,26338,1116,148
V01859,Vegano,Hamburguesas Vegetales (Sabor X),Postres Veganos Ricos y Rápidos,"#plantbased, #tofu, #mercadona, #hamburguesasvegetales",https://www.tiktok.com/@veganlife_es/video/743565938759738591,2025-07-13 14:04:48,123732,8490,1196
V01860,Vegano,Garbanzos Cocidos (Bote),Alternativas Vegetales TOP en el Súper,"#mercadona, #recetasveganas, #vegano, #tofu",https://www.tiktok.com/@veganlife_es/video/723033082324762462,2025-08-10 14:04:48,155744,9664,948
V01861,Conveniente/Express,Tortilla de Patatas Envasada,Cena por Menos de 5€ y en 5 Minutos,"#rapido, #express, #mercadona, #hacendado",https://www.tiktok.com/@quickmeals_es/video/791011747172911860,2025-06-29 14:04:48,149912,7946,1097
V01862,Conveniente/Express,Tortilla de Patatas Envasada,Platos Preparados que Valen la Pena,"#express, #cenafacil, #comidapreparada, #rapido, #mercadona, #hacendado",https://www.tiktok.com/@quickmeals_es/video/735364610145830981,2025-08-22 14:04:48,40442,2087,225
V01863,Vegano,Garbanzos Cocidos (Bote),Tofu Revuelto Épico,"#plantbased, #vegano, #mercadona",https://www.tiktok.com/@veganlife_es/video/790219627933840780,2025-05-23 14:04:48,156708,10209,1018
V01864,Familia Numerosa,Pasta Espagueti (1kg),Tuppers para Toda la Semana Familiar,"#packahorro, #organizacion, #recetasencasa, #granel, #hacendado",https://www.tiktok.com/@misfamiliafood/video/711665899128253524,2025-08-14 14:04:48,26387,1724,130
V01865,Gym Enthusiast,Barrita de Proteínas (Sabor Varios),La Mejor Proteína Barata de Hacendado,"#fitness, #proteina, #mercadona",https://www.tiktok.com/@gymfoodie/video/728931001217453180,2025-09-19 14:04:48,126708,9034,698
V01866,Eco-Friendly,Detergente Ecológico,Mi Compra a Granel,"#bio, #productosverdes, #zerowaste, #plasticfree, #mercadona, #detergenteecológico",https://www.tiktok.com/@eco_hacks/video/797457959211688249,2025-07-18 14:04:48,22444,837,118
V01867,Gym Enthusiast,Barrita de Proteínas (Sabor Varios),Cena FIT en 10 minutos,"#proteina, #recetasfit, #gymtok, #mercadona, #hacendado",https://www.tiktok.com/@gymfoodie/video/724386194727060477,2025-08-27 14:04:48,45982,2933,219
V01868,Gym Enthusiast,Barrita de Proteínas (Sabor Varios),Receta Post-Entreno Proteica,"#recetasfit, #fitness, #mercadona, #volumen, #mercadona",https://www.tiktok.com/@gymfoodie/video/734607518174158767,2025-09-11 14:04:48,127205,4695,644
V01869,Gym Enthusiast,Claras de Huevo,Receta Post-Entreno Proteica,"#gymtok, #proteina, #recetasfit, #fitness, #mercadona",https://www.tiktok.com/@gymfoodie/video/704265993410444402,2025-07-28 14:04:48,108528,3685,300
V01870,Gym Enthusiast,Claras de Huevo,La Mejor Proteína Barata de Hacendado,"#volumen, #proteina, #gymtok, #hacendado",https://www.tiktok.com/@gymfoodie/video/755383322390499113,2025-08-17 14:04:48,93798,4607,494
V01871,Gym Enthusiast,Crema de Cacahuete Natural,Receta Post-Entreno Proteica,"#volumen, #proteina, #recetasfit, #hacendado",https://www.tiktok.com/@gymfoodie/video/759673586798428815,2025-06-18 14:04:48,101435,5116,572
V01872,Celíaco/Intolerancias,Pan Tostado Sin Gluten,Pan Sin Gluten que Sabe a Pan Real,"#intolerancia, #glutenfree, #apto, #celiaco",https://www.tiktok.com/@celiaco_reviews/video/725854364522411816,2025-08-24 14:04:48,12499,717,97
V01873,Conveniente/Express,Ensalada Completa Lista para Comer,Cena por Menos de 5€ y en 5 Minutos,"#comidapreparada, #express, #rapido, #ahorratiempo, #mercadona",https://www.tiktok.com/@quickmeals_es/video/745429910307260359,2025-07-27 14:04:48,66540,3731,316
V01874,Gym Enthusiast,Crema de Cacahuete Natural,Receta Post-Entreno Proteica,"#mercadona, #volumen, #recetasfit, #gymtok, #hacendado",https://www.tiktok.com/@gymfoodie/video/774928521508808193,2025-06-15 14:04:48,102836,7811,924
V01875,Vegano,Bebida de Avena BIO,Alternativas Vegetales TOP en el Súper,"#plantbased, #singluten, #hacendado, #bebidadeavenabio",https://www.tiktok.com/@veganlife_es/video/700315554894800457,2025-10-12 14:04:48,237295,15124,1522
V01876,Eco-Friendly,Detergente Ecológico,Productos Zero Waste de Mercadona,"#productosverdes, #ecofriendly, #detergenteecológico",https://www.tiktok.com/@eco_hacks/video/750160163140326523,2025-08-30 14:04:48,45943,967,57
V01877,Eco-Friendly,Bolsas Reutilizables Fruta,Mi Compra a Granel,"#ecofriendly, #sostenible, #plasticfree, #productosverdes, #mercadona, #hacendado",https://www.tiktok.com/@eco_hacks/video/761025244038363081,2025-09-07 14:04:48,49133,1541,226
V01878,Eco-Friendly,Bolsas Reutilizables Fruta,Productos Zero Waste de Mercadona,"#productosverdes, #plasticfree, #mercadona",https://www.tiktok.com/@eco_hacks/video/720119363456228565,2025-10-19 14:04:48,43954,1600,233
V01879,Conveniente/Express,Bandeja de Sushi,Tuppers de la Semana para Solteros,"#rapido, #soltero, #hacendado",https://www.tiktok.com/@quickmeals_es/video/761688579396930828,2025-10-20 14:04:48,51236,2742,372
V01880,Gym Enthusiast,Barrita de Proteínas (Sabor Varios),La Mejor Proteína Barata de Hacendado,"#recetasfit, #proteina, #mercadona, #hacendado",https://www.tiktok.com/@gymfoodie/video/717123095216708909,2025-08-04 14:04:48,32770,1752,215
V01881,Conveniente/Express,Bandeja de Sushi,Tuppers de la Semana para Solteros,"#ahorratiempo, #rapido, #hacendado",https://www.tiktok.com/@quickmeals_es/video/707219796613140734,2025-11-01 14:04:48,29964,1415,72
V01882,Celíaco/Intolerancias,Pan de Molde Sin Gluten,Pan Sin Gluten que Sabe a Pan Real,"#celiaco, #glutenfree, #hacendado",https://www.tiktok.com/@celiaco_reviews/video/732300295943760192,2025-06-10 14:04:48,34942,1225,127
V01883,Gym Enthusiast,Barrita de Proteínas (Sabor Varios),La Mejor Proteína Barata de Hacendado,"#fitness, #recetasfit, #volumen",https://www.tiktok.com/@gymfoodie/video/775587876235865487,2025-08-08 14:04:48,176645,5133,713
V01884,Conveniente/Express,Ensalada Completa Lista para Comer,Platos Preparados que Valen la Pena,"#ahorratiempo, #express, #rapido, #cenafacil, #mercadona",https://www.tiktok.com/@quickmeals_es/video/741379417110864426,2025-10-31 14:04:48,134550,10483,786
V01885,Vegano,Hamburguesas Vegetales (Sabor X),Tofu Revuelto Épico,"#mercadona, #recetasveganas, #mercadona",https://www.tiktok.com/@veganlife_es/video/714838730068160623,2025-07-24 14:04:48,116571,3830,233
V01886,Familia Numerosa,Detergente Lavadora Formato XL,Recetas de Pasta que Encantan a Todos,"#organizacion, #granel, #hacendado",https://www.tiktok.com/@misfamiliafood/video/703546076834011438,2025-05-30 14:04:48,45854,2675,237
V01887,Gourmet/Premium,Chocolate 85% Cacao,Aceite de Oliva AOVE: El Test,"#recetapremium, #delicatessen, #mercadona",https://www.tiktok.com/@gourmet_reviews/video/783075697839807654,2025-07-19 14:04:48,32358,2344,214
V01888,Familia Numerosa,Pack Ahorro de Leche Entera (6L),Tuppers para Toda la Semana Familiar,"#organizacion, #granel, #mercadona, #hacendado, #packahorrodelecheentera",https://www.tiktok.com/@misfamiliafood/video/794327449772737507,2025-06-19 14:04:48,29581,672,87
V01889,Gym Enthusiast,Queso Fresco Batido 0%,La Mejor Proteína Barata de Hacendado,"#volumen, #proteina, #fitness, #recetasfit, #hacendado",https://www.tiktok.com/@gymfoodie/video/713442805072364928,2025-06-10 14:04:48,22288,1747,97
V01890,Conveniente/Express,Pizza Congelada Variada,Tuppers de la Semana para Solteros,"#soltero, #comidapreparada, #mercadona",https://www.tiktok.com/@quickmeals_es/video/792630332096845673,2025-06-13 14:04:48,128628,4560,475
V01891,Gym Enthusiast,Pechuga de Pavo Loncheada,La Mejor Proteína Barata de Hacendado,"#volumen, #proteina, #mercadona, #mercadona, #hacendado",https://www.tiktok.com/@gymfoodie/video/748835593214064381,2025-11-09 14:04:48,21456,576,50
V01892,Gym Enthusiast,Claras de Huevo,La Mejor Proteína Barata de Hacendado,"#mercadona, #fitness",https://www.tiktok.com/@gymfoodie/video/789632576754688101,2025-06-03 14:04:48,167880,7176,495
V01893,Eco-Friendly,Detergente Ecológico,Productos Zero Waste de Mercadona,"#plasticfree, #productosverdes, #sostenible, #bio, #hacendado",https://www.tiktok.com/@eco_hacks/video/745890043365067620,2025-08-19 14:04:48,7373,308,27
V01894,Vegano,Hamburguesas Vegetales (Sabor X),Tofu Revuelto Épico,"#singluten, #mercadona, #recetasveganas",https://www.tiktok.com/@veganlife_es/video/713466164034731548,2025-09-25 14:04:48,58112,1624,187
V01895,Eco-Friendly,Champú Sólido,Productos Zero Waste de Mercadona,"#plasticfree, #bio, #zerowaste, #ecofriendly, #mercadona, #hacendado, #champúsólido",https://www.tiktok.com/@eco_hacks/video/769614294151625025,2025-07-26 14:04:48,37279,945,109
V01896,Eco-Friendly,Detergente Ecológico,Alternativas Sostenibles en el Baño,"#zerowaste, #sostenible, #bio, #mercadona",https://www.tiktok.com/@eco_hacks/video/779021070605161815,2025-07-06 14:04:48,48658,3516,318
V01897,Vegano,Hamburguesas Vegetales (Sabor X),Alternativas Vegetales TOP en el Súper,"#singluten, #recetasveganas, #vegano",https://www.tiktok.com/@veganlife_es/video/796922777832840376,2025-07-22 14:04:48,78132,3508,471
V01898,Familia Numerosa,Pack Ahorro de Leche Entera (6L),Tuppers para Toda la Semana Familiar,"#organizacion, #familia, #recetasencasa, #hacendado",https://www.tiktok.com/@misfamiliafood/video/720465705600161970,2025-11-01 14:04:48,19386,1128,148
V01899,Celíaco/Intolerancias,Pasta de Maíz/Arroz (Sin Gluten),Pan Sin Gluten que Sabe a Pan Real,"#intolerancia, #singluten, #mercadona, #pastademaíz/arroz",https://www.tiktok.com/@celiaco_reviews/video/762283293380151929,2025-10-27 14:04:48,39727,1094,154
V01900,Gym Enthusiast,Claras de Huevo,Receta Post-Entreno Proteica,"#volumen, #recetasfit, #gymtok, #mercadona",https://www.tiktok.com/@gymfoodie/video/754244948234894984,2025-11-08 14:04:48,109347,7198,401
V01901,Eco-Friendly,Detergente Ecológico,Mi Compra a Granel,"#bio, #sostenible, #ecofriendly, #hacendado",https://www.tiktok.com/@eco_hacks/video/752215467151377323,2025-07-21 14:04:48,36847,1029,79
V01902,Vegano,Hummus Clásico,Postres Veganos Ricos y Rápidos,"#tofu, #plantbased, #hacendado",https://www.tiktok.com/@veganlife_es/video/755649961866614731,2025-11-10 14:04:48,143733,2881,245
V01903,Vegano,Hummus Clásico,Tofu Revuelto Épico,"#tofu, #singluten, #plantbased, #mercadona, #mercadona",https://www.tiktok.com/@veganlife_es/video/704529384263809140,2025-09-02 14:04:48,52246,2750,379
V01904,Gym Enthusiast,Queso Fresco Batido 0%,La Mejor Proteína Barata de Hacendado,"#gymtok, #mercadona, #proteina, #volumen, #mercadona, #hacendado",https://www.tiktok.com/@gymfoodie/video/717234577986809372,2025-05-31 14:04:48,80216,5666,626
V01905,Conveniente/Express,Lasaña de Carne Refrigerada,Platos Preparados que Valen la Pena,"#comidapreparada, #cenafacil, #mercadona, #hacendado, #lasañadecarnerefrigerada",https://www.tiktok.com/@quickmeals_es/video/780423310275202251,2025-10-09 14:04:48,222390,4760,565
V01906,Gym Enthusiast,Barrita de Proteínas (Sabor Varios),La Mejor Proteína Barata de Hacendado,"#fitness, #proteina, #mercadona, #hacendado",https://www.tiktok.com/@gymfoodie/video/789561968954886621,2025-10-01 14:04:48,225850,15883,1180
V01907,Gym Enthusiast,Pechuga de Pavo Loncheada,Cena FIT en 10 minutos,"#fitness, #mercadona, #volumen, #mercadona",https://www.tiktok.com/@gymfoodie/video/716986262774528726,2025-07-24 14:04:48,52400,3495,482
V01908,Vegano,Hummus Clásico,Postres Veganos Ricos y Rápidos,"#tofu, #singluten, #vegano, #plantbased",https://www.tiktok.com/@veganlife_es/video/748524469681118261,2025-09-09 14:04:48,39525,2334,151
V01909,Gym Enthusiast,Pechuga de Pavo Loncheada,Receta Post-Entreno Proteica,"#recetasfit, #gymtok, #mercadona, #mercadona",https://www.tiktok.com/@gymfoodie/video/713099786890168322,2025-08-21 14:04:48,21036,497,68
V01910,Eco-Friendly,Huevos Ecológicos (L),Mi Compra a Granel,"#plasticfree, #ecofriendly, #productosverdes, #sostenible, #mercadona",https://www.tiktok.com/@eco_hacks/video/774000675709184689,2025-10-06 14:04:48,8264,205,17
V01911,Gym Enthusiast,Crema de Cacahuete Natural,La Mejor Proteína Barata de Hacendado,"#fitness, #gymtok, #proteina, #mercadona, #hacendado",https://www.tiktok.com/@gymfoodie/video/705717952743843914,2025-10-10 14:04:48,32775,1542,126
V01912,Celíaco/Intolerancias,Galletas de Arroz,Pan Sin Gluten que Sabe a Pan Real,"#intolerancia, #singluten, #mercadona, #galletasdearroz",https://www.tiktok.com/@celiaco_reviews/video/750965424282511273,2025-09-12 14:04:48,10058,329,24
V01913,Gourmet/Premium,Chocolate 85% Cacao,Aceite de Oliva AOVE: El Test,"#gourmet, #aove, #jamon, #mercadona, #hacendado",https://www.tiktok.com/@gourmet_reviews/video/713324423495492068,2025-10-05 14:04:48,19140,1347,118
V01914,Vegano,Hummus Clásico,Tofu Revuelto Épico,"#singluten, #plantbased, #vegano, #mercadona, #mercadona",https://www.tiktok.com/@veganlife_es/video/767719388377350440,2025-07-30 14:04:48,28041,1580,236
V01915,Eco-Friendly,Huevos Ecológicos (L),Alternativas Sostenibles en el Baño,"#bio, #sostenible, #ecofriendly, #mercadona",https://www.tiktok.com/@eco_hacks/video/763211143820036317,2025-06-03 14:04:48,31634,1351,183
V01916,Familia Numerosa,Arroz Redondo (Saco 5kg),Compra Mensual en Mercadona (MAXI CESTA),"#granel, #familia, #packahorro, #hacendado, #arrozredondo",https://www.tiktok.com/@misfamiliafood/video/743286747408836066,2025-06-19 14:04:48,21251,1286,170
V01917,Vegano,Bebida de Avena BIO,Alternativas Vegetales TOP en el Súper,"#plantbased, #singluten",https://www.tiktok.com/@veganlife_es/video/722060601814543855,2025-08-18 14:04:48,195964,4538,637
V01918,Eco-Friendly,Huevos Ecológicos (L),Alternativas Sostenibles en el Baño,"#bio, #plasticfree, #sostenible, #mercadona, #hacendado",https://www.tiktok.com/@eco_hacks/video/704481219445146597,2025-07-24 14:04:48,38303,2394,303
V01919,Vegano,Hamburguesas Vegetales (Sabor X),Tofu Revuelto Épico,"#tofu, #plantbased, #mercadona, #hacendado",https://www.tiktok.com/@veganlife_es/video/748230036310262052,2025-06-17 14:04:48,55502,3038,257
V01920,Conveniente/Express,Bandeja de Sushi,Platos Preparados que Valen la Pena,"#rapido, #comidapreparada, #cenafacil, #mercadona, #bandejadesushi",https://www.tiktok.com/@quickmeals_es/video/709245463650297691,2025-08-04 14:04:48,89985,5605,366
V01921,Vegano,Bebida de Avena BIO,Alternativas Vegetales TOP en el Súper,"#plantbased, #singluten, #tofu",https://www.tiktok.com/@veganlife_es/video/700806706624231684,2025-09-20 14:04:48,131526,9986,1388
V01922,Gourmet/Premium,Chocolate 85% Cacao,Ideas para una Cena Romántica Premium,"#cata, #gourmet, #recetapremium, #delicatessen, #hacendado",https://www.tiktok.com/@gourmet_reviews/video/721034900647956568,2025-10-20 14:04:48,31311,2201,225
V01923,Conveniente/Express,Ensalada Completa Lista para Comer,Platos Preparados que Valen la Pena,"#express, #soltero, #cenafacil, #rapido, #mercadona",https://www.tiktok.com/@quickmeals_es/video/735739533970567161,2025-07-27 14:04:48,64014,1421,113
V01924,Conveniente/Express,Bandeja de Sushi,Cena por Menos de 5€ y en 5 Minutos,"#rapido, #soltero, #comidapreparada",https://www.tiktok.com/@quickmeals_es/video/784166378728889203,2025-06-14 14:04:48,86958,4592,568
V01925,Familia Numerosa,Pack Ahorro de Leche Entera (6L),Recetas de Pasta que Encantan a Todos,"#packahorro, #recetasencasa, #familia, #comprasemanal, #hacendado",https://www.tiktok.com/@misfamiliafood/video/752415939816280658,2025-07-17 14:04:48,47217,3265,270
V01926,Gourmet/Premium,Chocolate 85% Cacao,Ideas para una Cena Romántica Premium,"#jamon, #delicatessen, #cata, #aove, #chocolate85%cacao",https://www.tiktok.com/@gourmet_reviews/video/739763532369045662,2025-10-07 14:04:48,26910,1738,208
V01927,Conveniente/Express,Bandeja de Sushi,Cena por Menos de 5€ y en 5 Minutos,"#ahorratiempo, #express, #mercadona, #hacendado",https://www.tiktok.com/@quickmeals_es/video/770445925537976156,2025-07-02 14:04:48,165992,9374,1137
V01928,Familia Numerosa,Huevos Talla L (Docena),Compra Mensual en Mercadona (MAXI CESTA),"#familia, #recetasencasa, #comprasemanal, #organizacion, #mercadona",https://www.tiktok.com/@misfamiliafood/video/707172843568519405,2025-08-28 14:04:48,7460,308,33
V01929,Eco-Friendly,Champú Sólido,Productos Zero Waste de Mercadona,"#zerowaste, #bio, #productosverdes, #hacendado, #champúsólido",https://www.tiktok.com/@eco_hacks/video/759079557902393010,2025-10-11 14:04:48,11444,272,23
V01930,Conveniente/Express,Pizza Congelada Variada,Cena por Menos de 5€ y en 5 Minutos,"#comidapreparada, #express, #soltero, #rapido, #mercadona",https://www.tiktok.com/@quickmeals_es/video/707340645409945009,2025-08-24 14:04:48,193890,5566,718
V01931,Conveniente/Express,Pizza Congelada Variada,Tuppers de la Semana para Solteros,"#comidapreparada, #ahorratiempo, #express",https://www.tiktok.com/@quickmeals_es/video/779942398516069691,2025-07-10 14:04:48,28659,1121,75
V01932,Conveniente/Express,Tortilla de Patatas Envasada,Tuppers de la Semana para Solteros,"#ahorratiempo, #soltero, #rapido, #comidapreparada, #mercadona, #hacendado, #tortilladepatatasenvasada",https://www.tiktok.com/@quickmeals_es/video/704627817957494294,2025-09-24 14:04:48,135520,10092,977
V01933,Celíaco/Intolerancias,Galletas de Arroz,Postres aptos para Celíacos,"#sinlactosa, #celiaco, #apto, #mercadona",https://www.tiktok.com/@celiaco_reviews/video/742360469644715108,2025-09-13 14:04:48,12848,597,51
V01934,Vegano,Garbanzos Cocidos (Bote),Alternativas Vegetales TOP en el Súper,"#tofu, #recetasveganas, #hacendado",https://www.tiktok.com/@veganlife_es/video/784457496432767984,2025-08-12 14:04:48,89682,5837,577
V01935,Vegano,Bebida de Avena BIO,Postres Veganos Ricos y Rápidos,"#singluten, #vegano, #hacendado",https://www.tiktok.com/@veganlife_es/video/756703037335886815,2025-07-24 14:04:48,189240,13704,1176
V01936,Conveniente/Express,Lasaña de Carne Refrigerada,Tuppers de la Semana para Solteros,"#cenafacil, #comidapreparada, #mercadona",https://www.tiktok.com/@quickmeals_es/video/704888906244869728,2025-07-31 14:04:48,31760,2287,233
V01937,Vegano,Hummus Clásico,Tofu Revuelto Épico,"#plantbased, #tofu, #mercadona, #hacendado",https://www.tiktok.com/@veganlife_es/video/719580234564234468,2025-11-01 14:04:48,39674,3037,329
V01938,Conveniente/Express,Pizza Congelada Variada,Platos Preparados que Valen la Pena,"#ahorratiempo, #express, #comidapreparada, #mercadona, #hacendado, #pizzacongeladavariada",https://www.tiktok.com/@quickmeals_es/video/752815879898495360,2025-08-09 14:04:48,88686,1871,171
V01939,Conveniente/Express,Lasaña de Carne Refrigerada,Tuppers de la Semana para Solteros,"#rapido, #soltero, #express, #cenafacil, #mercadona, #hacendado",https://www.tiktok.com/@quickmeals_es/video/792849497228812692,2025-10-27 14:04:48,134076,9163,960
V01940,Conveniente/Express,Lasaña de Carne Refrigerada,Cena por Menos de 5€ y en 5 Minutos,"#rapido, #soltero, #mercadona",https://www.tiktok.com/@quickmeals_es/video/726526262545881344,2025-07-17 14:04:48,93548,3883,471
V01941,Vegano,Tofu Ecológico Hacendado,Tofu Revuelto Épico,"#tofu, #recetasveganas, #mercadona, #hacendado",https://www.tiktok.com/@veganlife_es/video/737617892786415614,2025-07-30 14:04:48,20432,1524,202
