video_id,nicho_tribu,titulo,hashtags,url_video,fecha_publicacion,vistas,likes,comentarios
V01274,Vegano,Postres Veganos Ricos y Rápidos,"#mercadona, #recetasveganas, #tofu, #mercadona",https://www.tiktok.com/@veganlife_es/video/771272896346855122,2025-08-19 12:10:08,68834,2939,434
V01275,Gym Enthusiast,La Mejor Proteína Barata de Hacendado,"#fitness, #mercadona, #mercadona, #hacendado",https://www.tiktok.com/@gymfoodie/video/761654326394660402,2025-06-06 12:10:08,124428,5385,692
V01276,Familia Numerosa,Tuppers para Toda la Semana Familiar,"#granel, #organizacion, #packahorro, #recetasencasa, #mercadona, #hacendado",https://www.tiktok.com/@misfamiliafood/video/792277528486584958,2025-10-29 12:10:08,38792,1697,239
V01277,Celíaco/Intolerancias,Mi Compra CERO LACTOSA,"#sinlactosa, #intolerancia, #glutenfree, #mercadona, #hacendado, #recetasfaciles",https://www.tiktok.com/@celiaco_reviews/video/777923167770133084,2025-09-13 12:10:08,42854,3239,271
V01278,Eco-Friendly,Mi Compra a Granel,"#zerowaste, #sostenible, #bio, #plasticfree",https://www.tiktok.com/@eco_hacks/video/740337256359579713,2025-08-31 12:10:08,37201,2667,372
V01279,Gym Enthusiast,Receta Post-Entreno Proteica,"#recetasfit, #mercadona, #volumen",https://www.tiktok.com/@gymfoodie/video/735070712968958426,2025-10-16 12:10:08,175980,8952,553
V01280,Vegano,Alternativas Vegetales TOP en el Súper,"#mercadona, #vegano, #plantbased, #hacendado, #recetasfaciles",https://www.tiktok.com/@veganlife_es/video/746624762917201709,2025-08-26 12:10:08,12752,707,78
V01281,Familia Numerosa,Recetas de Pasta que Encantan a Todos,"#granel, #familia, #recetasencasa",https://www.tiktok.com/@misfamiliafood/video/731828388891841865,2025-09-26 12:10:08,9908,458,45
V01282,Celíaco/Intolerancias,Mi Compra CERO LACTOSA,"#sinlactosa, #singluten, #mercadona, #hacendado",https://www.tiktok.com/@celiaco_reviews/video/764237150326833168,2025-05-29 12:10:08,25099,1490,127
V01283,Vegano,Tofu Revuelto Épico,"#recetasveganas, #singluten, #tofu, #plantbased, #mercadona",https://www.tiktok.com/@veganlife_es/video/710491385639474748,2025-07-27 12:10:08,126693,5737,360
V01284,Gym Enthusiast,Receta Post-Entreno Proteica,"#fitness, #proteina, #volumen, #gymtok, #mercadona, #hacendado, #recetasfaciles",https://www.tiktok.com/@gymfoodie/video/707768271712462402,2025-09-29 12:10:08,75004,5942,737
V01285,Gym Enthusiast,Receta Post-Entreno Proteica,"#gymtok, #mercadona, #fitness, #mercadona",https://www.tiktok.com/@gymfoodie/video/767736133847341827,2025-07-07 12:10:08,88724,4087,381
V01286,Celíaco/Intolerancias,Mi Compra CERO LACTOSA,"#intolerancia, #apto, #singluten, #celiaco, #hacendado",https://www.tiktok.com/@celiaco_reviews/video/711101066935860154,2025-08-26 12:10:08,42394,1087,104
V01287,Vegano,Postres Veganos Ricos y Rápidos,"#vegano, #recetasveganas, #plantbased, #tofu",https://www.tiktok.com/@veganlife_es/video/747236641729465920,2025-08-22 12:10:08,149724,11256,605
V01288,Gourmet/Premium,Aceite de Oliva AOVE: El Test,"#jamon, #gourmet, #delicatessen, #mercadona",https://www.tiktok.com/@gourmet_reviews/video/710235416271687945,2025-11-06 12:10:08,22159,1056,127
V01289,Gym Enthusiast,Receta Post-Entreno Proteica,"#volumen, #proteina, #mercadona, #gymtok, #mercadona, #hacendado",https://www.tiktok.com/@gymfoodie/video/743321082782004658,2025-09-30 12:10:08,26932,1363,84
V01290,Vegano,Tofu Revuelto Épico,"#tofu, #mercadona, #mercadona, #hacendado",https://www.tiktok.com/@veganlife_es/video/721699985757611242,2025-08-25 12:10:08,129579,8025,818
V01291,Vegano,Postres Veganos Ricos y Rápidos,"#tofu, #plantbased, #hacendado, #recetasfaciles",https://www.tiktok.com/@veganlife_es/video/782082982254290833,2025-09-25 12:10:08,117080,4193,374
V01292,Eco-Friendly,Alternativas Sostenibles en el Baño,"#ecofriendly, #plasticfree, #hacendado",https://www.tiktok.com/@eco_hacks/video/779705208479305860,2025-06-21 12:10:08,6200,269,33
V01293,Familia Numerosa,Compra Mensual en Mercadona (MAXI CESTA),"#organizacion, #comprasemanal, #granel, #hacendado",https://www.tiktok.com/@misfamiliafood/video/744521424729885958,2025-10-20 12:10:08,25341,1627,129
V01294,Gym Enthusiast,Receta Post-Entreno Proteica,"#gymtok, #volumen, #proteina, #mercadona, #mercadona, #recetasfaciles",https://www.tiktok.com/@gymfoodie/video/700748565837033369,2025-08-16 12:10:08,119620,9460,846
V01295,Conveniente/Express,Cena por Menos de 5€ y en 5 Minutos,"#comidapreparada, #cenafacil, #mercadona, #hacendado",https://www.tiktok.com/@quickmeals_es/video/714740182333539540,2025-09-16 12:10:08,110760,2650,233
V01296,Familia Numerosa,Tuppers para Toda la Semana Familiar,"#comprasemanal, #organizacion, #mercadona",https://www.tiktok.com/@misfamiliafood/video/796001615487584946,2025-09-02 12:10:08,25046,559,30
V01297,Gourmet/Premium,Ideas para una Cena Romántica Premium,"#cata, #gourmet, #mercadona, #hacendado, #recetasfaciles",https://www.tiktok.com/@gourmet_reviews/video/737756074855925392,2025-06-04 12:10:08,35630,2515,183
V01298,Gym Enthusiast,Receta Post-Entreno Proteica,"#recetasfit, #fitness, #mercadona, #proteina, #mercadona",https://www.tiktok.com/@gymfoodie/video/791636900554647380,2025-06-13 12:10:08,49140,3563,508
V01299,Conveniente/Express,Tuppers de la Semana para Solteros,"#comidapreparada, #ahorratiempo, #soltero, #cenafacil",https://www.tiktok.com/@quickmeals_es/video/747986290401258090,2025-07-23 12:10:08,76568,2020,247
V01300,Vegano,Alternativas Vegetales TOP en el Súper,"#vegano, #singluten, #recetasveganas, #plantbased, #mercadona",https://www.tiktok.com/@veganlife_es/video/743910092852601705,2025-10-31 12:10:08,89300,2625,359
V01301,Familia Numerosa,Tuppers para Toda la Semana Familiar,"#familia, #organizacion, #recetasencasa, #granel, #hacendado, #recetasfaciles",https://www.tiktok.com/@misfamiliafood/video/793486836146018824,2025-10-26 12:10:08,10861,849,43
V01302,Familia Numerosa,Recetas de Pasta que Encantan a Todos,"#familia, #granel",https://www.tiktok.com/@misfamiliafood/video/751841268883910985,2025-10-27 12:10:08,39506,2296,229
V01303,Celíaco/Intolerancias,Mi Compra CERO LACTOSA,"#intolerancia, #glutenfree, #celiaco, #singluten",https://www.tiktok.com/@celiaco_reviews/video/755914483830085409,2025-07-21 12:10:08,32872,2099,254
V01304,Gourmet/Premium,Ideas para una Cena Romántica Premium,"#cata, #aove, #recetapremium, #recetasfaciles",https://www.tiktok.com/@gourmet_reviews/video/701653323095689044,2025-07-06 12:10:08,21079,1646,132
V01305,Vegano,Tofu Revuelto Épico,"#tofu, #vegano, #mercadona, #recetasfaciles",https://www.tiktok.com/@veganlife_es/video/715006794078264883,2025-07-16 12:10:08,54862,2060,289
V01306,Gym Enthusiast,Cena FIT en 10 minutos,"#proteina, #fitness, #recetasfit, #mercadona, #hacendado",https://www.tiktok.com/@gymfoodie/video/746403461529392261,2025-10-18 12:10:08,99476,2318,346
V01307,Gym Enthusiast,La Mejor Proteína Barata de Hacendado,"#volumen, #gymtok, #proteina, #recetasfit, #mercadona, #hacendado",https://www.tiktok.com/@gymfoodie/video/701577304490053790,2025-07-17 12:10:08,170116,6550,633
V01308,Gym Enthusiast,Receta Post-Entreno Proteica,"#fitness, #gymtok, #mercadona, #volumen",https://www.tiktok.com/@gymfoodie/video/797712892926881888,2025-05-14 12:10:08,21294,1623,140
V01309,Conveniente/Express,Cena por Menos de 5€ y en 5 Minutos,"#cenafacil, #soltero, #express",https://www.tiktok.com/@quickmeals_es/video/755003914895442410,2025-09-18 12:10:08,34792,1346,187
V01310,Gourmet/Premium,Aceite de Oliva AOVE: El Test,"#gourmet, #cata",https://www.tiktok.com/@gourmet_reviews/video/777595432208648577,2025-08-13 12:10:08,48079,2542,155
V01311,Vegano,Alternativas Vegetales TOP en el Súper,"#recetasveganas, #plantbased",https://www.tiktok.com/@veganlife_es/video/736227712633970916,2025-10-21 12:10:08,80922,5129,293
V01312,Familia Numerosa,Recetas de Pasta que Encantan a Todos,"#packahorro, #granel, #recetasencasa, #mercadona, #recetasfaciles",https://www.tiktok.com/@misfamiliafood/video/734369243806018832,2025-06-07 12:10:08,42479,1919,237
V01313,Gym Enthusiast,Cena FIT en 10 minutos,"#recetasfit, #proteina, #fitness, #mercadona, #hacendado, #recetasfaciles",https://www.tiktok.com/@gymfoodie/video/779290740100892131,2025-09-10 12:10:08,124884,9624,1174
V01314,Celíaco/Intolerancias,Pan Sin Gluten que Sabe a Pan Real,"#celiaco, #intolerancia, #glutenfree, #mercadona, #hacendado",https://www.tiktok.com/@celiaco_reviews/video/739141571698977181,2025-08-11 12:10:08,38560,2630,385
V01315,Gourmet/Premium,Aceite de Oliva AOVE: El Test,"#recetapremium, #delicatessen, #cata, #aove, #mercadona",https://www.tiktok.com/@gourmet_reviews/video/790963136323601117,2025-07-05 12:10:08,39234,1565,192
V01316,Familia Numerosa,Tuppers para Toda la Semana Familiar,"#recetasencasa, #organizacion, #packahorro, #comprasemanal, #mercadona, #hacendado, #recetasfaciles",https://www.tiktok.com/@misfamiliafood/video/764965253251561626,2025-06-23 12:10:08,9511,261,24
V01317,Conveniente/Express,Platos Preparados que Valen la Pena,"#soltero, #rapido, #mercadona",https://www.tiktok.com/@quickmeals_es/video/792891867065522056,2025-08-16 12:10:08,62808,4843,606
V01318,Gym Enthusiast,La Mejor Proteína Barata de Hacendado,"#mercadona, #volumen, #fitness, #recetasfit, #mercadona, #hacendado",https://www.tiktok.com/@gymfoodie/video/789739459579422845,2025-07-18 12:10:08,93003,7353,1053
V01319,Gourmet/Premium,Aceite de Oliva AOVE: El Test,"#jamon, #delicatessen, #cata, #recetapremium, #mercadona, #hacendado",https://www.tiktok.com/@gourmet_reviews/video/759077218373074757,2025-11-08 12:10:08,27110,1693,224
V01320,Gourmet/Premium,Catando el Queso Manchego Curado,"#aove, #gourmet, #jamon, #mercadona, #hacendado, #recetasfaciles",https://www.tiktok.com/@gourmet_reviews/video/713872623705903637,2025-05-14 12:10:08,10021,719,99
V01321,Conveniente/Express,Platos Preparados que Valen la Pena,"#soltero, #express, #ahorratiempo, #rapido",https://www.tiktok.com/@quickmeals_es/video/756699382750900139,2025-09-28 12:10:08,70644,4344,411
V01322,Gym Enthusiast,Cena FIT en 10 minutos,"#mercadona, #fitness, #mercadona, #hacendado, #recetasfaciles",https://www.tiktok.com/@gymfoodie/video/733154425900203229,2025-07-18 12:10:08,93726,6898,637
V01323,Eco-Friendly,Productos Zero Waste de Mercadona,"#zerowaste, #plasticfree, #mercadona",https://www.tiktok.com/@eco_hacks/video/742332695163210038,2025-09-09 12:10:08,32114,1348,75
V01324,Conveniente/Express,Cena por Menos de 5€ y en 5 Minutos,"#soltero, #rapido, #cenafacil, #express, #mercadona",https://www.tiktok.com/@quickmeals_es/video/788194297475002339,2025-08-16 12:10:08,72780,2506,267
V01325,Vegano,Alternativas Vegetales TOP en el Súper,"#recetasveganas, #plantbased",https://www.tiktok.com/@veganlife_es/video/742133004269708655,2025-06-19 12:10:08,47324,3476,179
V01326,Vegano,Alternativas Vegetales TOP en el Súper,"#vegano, #mercadona, #singluten, #plantbased, #mercadona",https://www.tiktok.com/@veganlife_es/video/789558599655170220,2025-09-21 12:10:08,68690,4399,293
V01327,Gym Enthusiast,La Mejor Proteína Barata de Hacendado,"#fitness, #proteina, #mercadona",https://www.tiktok.com/@gymfoodie/video/719494423148327173,2025-07-28 12:10:08,163820,12507,746
V01328,Vegano,Tofu Revuelto Épico,"#plantbased, #recetasveganas, #hacendado, #recetasfaciles",https://www.tiktok.com/@veganlife_es/video/785026081811083085,2025-09-28 12:10:08,92225,4675,467
V01329,Vegano,Alternativas Vegetales TOP en el Súper,"#plantbased, #recetasveganas, #mercadona, #tofu, #mercadona",https://www.tiktok.com/@veganlife_es/video/724894400928136635,2025-11-03 12:10:08,170035,3535,262
V01330,Celíaco/Intolerancias,Pan Sin Gluten que Sabe a Pan Real,"#sinlactosa, #singluten, #mercadona",https://www.tiktok.com/@celiaco_reviews/video/750749754065973219,2025-10-20 12:10:08,14128,713,75
V01331,Gym Enthusiast,Receta Post-Entreno Proteica,"#fitness, #mercadona, #mercadona",https://www.tiktok.com/@gymfoodie/video/710485569023589158,2025-09-25 12:10:08,86116,4798,305
V01332,Gym Enthusiast,Receta Post-Entreno Proteica,"#recetasfit, #proteina, #mercadona, #hacendado",https://www.tiktok.com/@gymfoodie/video/700832539756781225,2025-08-12 12:10:08,67400,4654,235
V01333,Eco-Friendly,Alternativas Sostenibles en el Baño,"#productosverdes, #ecofriendly, #hacendado",https://www.tiktok.com/@eco_hacks/video/795902393964325863,2025-08-30 12:10:08,9198,718,102
V01334,Familia Numerosa,Tuppers para Toda la Semana Familiar,"#organizacion, #granel, #mercadona",https://www.tiktok.com/@misfamiliafood/video/744735581462501927,2025-10-28 12:10:08,43386,2288,161
V01335,Familia Numerosa,Recetas de Pasta que Encantan a Todos,"#organizacion, #comprasemanal, #mercadona",https://www.tiktok.com/@misfamiliafood/video/715921250045295203,2025-09-02 12:10:08,49296,3698,270
V01336,Gym Enthusiast,Receta Post-Entreno Proteica,"#fitness, #gymtok, #recetasfit, #proteina, #hacendado",https://www.tiktok.com/@gymfoodie/video/707378009049181592,2025-08-31 12:10:08,40330,3196,262
V01337,Gym Enthusiast,Cena FIT en 10 minutos,"#fitness, #volumen, #proteina, #recetasfaciles",https://www.tiktok.com/@gymfoodie/video/780793244518335196,2025-10-29 12:10:08,140220,4311,445
V01338,Vegano,Alternativas Vegetales TOP en el Súper,"#mercadona, #vegano, #mercadona",https://www.tiktok.com/@veganlife_es/video/717695984652492369,2025-09-28 12:10:08,131619,5823,799
V01339,Vegano,Alternativas Vegetales TOP en el Súper,"#tofu, #singluten, #hacendado",https://www.tiktok.com/@veganlife_es/video/713342777025740178,2025-05-15 12:10:08,21512,512,70
V01340,Conveniente/Express,Cena por Menos de 5€ y en 5 Minutos,"#rapido, #ahorratiempo, #cenafacil, #express",https://www.tiktok.com/@quickmeals_es/video/753920095481192511,2025-08-11 12:10:08,101454,5639,693
V01341,Vegano,Tofu Revuelto Épico,"#plantbased, #recetasveganas, #vegano, #mercadona, #mercadona",https://www.tiktok.com/@veganlife_es/video/737897998389606978,2025-08-16 12:10:08,44960,1783,104
V01342,Conveniente/Express,Tuppers de la Semana para Solteros,"#ahorratiempo, #comidapreparada, #soltero, #express, #mercadona",https://www.tiktok.com/@quickmeals_es/video/776008594443133979,2025-09-06 12:10:08,37890,2612,268
V01343,Conveniente/Express,Tuppers de la Semana para Solteros,"#comidapreparada, #rapido, #soltero, #ahorratiempo",https://www.tiktok.com/@quickmeals_es/video/716312840203932768,2025-06-21 12:10:08,46585,3181,269
V01344,Familia Numerosa,Tuppers para Toda la Semana Familiar,"#granel, #recetasencasa, #packahorro, #mercadona, #hacendado",https://www.tiktok.com/@misfamiliafood/video/714618976745350591,2025-07-16 12:10:08,12203,651,69
V01345,Gym Enthusiast,Cena FIT en 10 minutos,"#proteina, #gymtok, #volumen, #recetasfit",https://www.tiktok.com/@gymfoodie/video/766023039616325081,2025-08-24 12:10:08,77631,1675,202
V01346,Gourmet/Premium,Ideas para una Cena Romántica Premium,"#cata, #gourmet, #mercadona",https://www.tiktok.com/@gourmet_reviews/video/751663099594274517,2025-10-19 12:10:08,14895,598,53
V01347,Gym Enthusiast,Cena FIT en 10 minutos,"#proteina, #fitness, #mercadona, #hacendado, #recetasfaciles",https://www.tiktok.com/@gymfoodie/video/749982130268446781,2025-09-19 12:10:08,38744,2277,196
V01348,Conveniente/Express,Tuppers de la Semana para Solteros,"#comidapreparada, #ahorratiempo, #hacendado",https://www.tiktok.com/@quickmeals_es/video/744609272959645437,2025-07-08 12:10:08,74160,5090,555
V01349,Eco-Friendly,Productos Zero Waste de Mercadona,"#ecofriendly, #productosverdes, #recetasfaciles",https://www.tiktok.com/@eco_hacks/video/751150721353761008,2025-08-10 12:10:08,7231,331,26
V01350,Celíaco/Intolerancias,Postres aptos para Celíacos,"#sinlactosa, #apto, #glutenfree, #celiaco",https://www.tiktok.com/@celiaco_reviews/video/773122442541236368,2025-08-06 12:10:08,30630,1810,177
V01351,Eco-Friendly,Mi Compra a Granel,"#productosverdes, #zerowaste",https://www.tiktok.com/@eco_hacks/video/747872490648721610,2025-10-06 12:10:08,14901,547,55
V01352,Eco-Friendly,Productos Zero Waste de Mercadona,"#plasticfree, #zerowaste, #productosverdes",https://www.tiktok.com/@eco_hacks/video/770482665587951657,2025-06-17 12:10:08,20567,1447,92
V01353,Eco-Friendly,Mi Compra a Granel,"#zerowaste, #bio, #productosverdes, #plasticfree, #hacendado",https://www.tiktok.com/@eco_hacks/video/761151549564307217,2025-11-09 12:10:08,25592,1541,149
V01354,Vegano,Alternativas Vegetales TOP en el Súper,"#recetasveganas, #singluten, #mercadona, #hacendado",https://www.tiktok.com/@veganlife_es/video/738549840197662394,2025-07-11 12:10:08,113525,5641,692
V01355,Familia Numerosa,Recetas de Pasta que Encantan a Todos,"#comprasemanal, #organizacion, #recetasencasa, #mercadona, #recetasfaciles",https://www.tiktok.com/@misfamiliafood/video/715658162367921353,2025-09-09 12:10:08,15525,935,65
V01356,Familia Numerosa,Recetas de Pasta que Encantan a Todos,"#recetasencasa, #granel, #mercadona",https://www.tiktok.com/@misfamiliafood/video/732913111760324443,2025-09-28 12:10:08,45896,2177,264
V01357,Celíaco/Intolerancias,Pan Sin Gluten que Sabe a Pan Real,"#sinlactosa, #intolerancia, #recetasfaciles",https://www.tiktok.com/@celiaco_reviews/video/755507435140993302,2025-06-17 12:10:08,13221,964,77
V01358,Eco-Friendly,Productos Zero Waste de Mercadona,"#zerowaste, #sostenible, #mercadona",https://www.tiktok.com/@eco_hacks/video/721702432532180098,2025-07-21 12:10:08,30337,1194,95
V01359,Conveniente/Express,Platos Preparados que Valen la Pena,"#express, #soltero, #rapido, #mercadona",https://www.tiktok.com/@quickmeals_es/video/747701555279389176,2025-09-06 12:10:08,32832,1037,141
V01360,Vegano,Alternativas Vegetales TOP en el Súper,"#mercadona, #singluten, #hacendado",https://www.tiktok.com/@veganlife_es/video/735082690608079528,2025-07-04 12:10:08,35312,2053,133
V01361,Familia Numerosa,Tuppers para Toda la Semana Familiar,"#recetasencasa, #packahorro, #granel, #familia, #hacendado",https://www.tiktok.com/@misfamiliafood/video/729964883137440252,2025-07-20 12:10:08,20245,745,103
V01362,Eco-Friendly,Productos Zero Waste de Mercadona,"#bio, #ecofriendly, #sostenible, #mercadona, #hacendado, #recetasfaciles",https://www.tiktok.com/@eco_hacks/video/796882952683849279,2025-11-09 12:10:08,45044,1533,80
V01363,Conveniente/Express,Tuppers de la Semana para Solteros,"#comidapreparada, #soltero, #mercadona, #hacendado",https://www.tiktok.com/@quickmeals_es/video/710783342303910321,2025-11-07 12:10:08,15974,591,78
V01364,Conveniente/Express,Cena por Menos de 5€ y en 5 Minutos,"#cenafacil, #ahorratiempo, #comidapreparada, #mercadona",https://www.tiktok.com/@quickmeals_es/video/756780977679220569,2025-09-30 12:10:08,38463,2428,220
V01365,Eco-Friendly,Mi Compra a Granel,"#plasticfree, #zerowaste, #productosverdes, #ecofriendly, #recetasfaciles",https://www.tiktok.com/@eco_hacks/video/783007377354383043,2025-09-17 12:10:08,37178,924,73
V01366,Conveniente/Express,Cena por Menos de 5€ y en 5 Minutos,"#express, #rapido, #mercadona",https://www.tiktok.com/@quickmeals_es/video/754825961261040418,2025-10-17 12:10:08,90114,6307,369
V01367,Conveniente/Express,Cena por Menos de 5€ y en 5 Minutos,"#express, #soltero",https://www.tiktok.com/@quickmeals_es/video/739586198297759493,2025-05-23 12:10:08,100656,5735,351
V01368,Celíaco/Intolerancias,Postres aptos para Celíacos,"#singluten, #apto",https://www.tiktok.com/@celiaco_reviews/video/739809427265025661,2025-08-27 12:10:08,25153,701,72
V01369,Vegano,Alternativas Vegetales TOP en el Súper,"#vegano, #recetasveganas, #singluten, #mercadona",https://www.tiktok.com/@veganlife_es/video/755066035570414670,2025-10-31 12:10:08,100088,6726,665
V01370,Familia Numerosa,Recetas de Pasta que Encantan a Todos,"#recetasencasa, #granel, #comprasemanal, #organizacion, #mercadona, #hacendado, #recetasfaciles",https://www.tiktok.com/@misfamiliafood/video/777256422633733842,2025-10-09 12:10:08,15809,728,89
V01371,Celíaco/Intolerancias,Mi Compra CERO LACTOSA,"#sinlactosa, #glutenfree, #intolerancia, #recetasfaciles",https://www.tiktok.com/@celiaco_reviews/video/795680594428182348,2025-10-02 12:10:08,19011,618,34
V01372,Gym Enthusiast,Receta Post-Entreno Proteica,"#proteina, #fitness, #volumen, #mercadona, #hacendado",https://www.tiktok.com/@gymfoodie/video/754248112414975859,2025-05-30 12:10:08,53166,2962,374
V01373,Gym Enthusiast,Receta Post-Entreno Proteica,"#volumen, #proteina, #fitness",https://www.tiktok.com/@gymfoodie/video/763965763427778343,2025-08-04 12:10:08,152112,10799,1414
V01374,Conveniente/Express,Platos Preparados que Valen la Pena,"#express, #ahorratiempo, #cenafacil, #rapido, #hacendado",https://www.tiktok.com/@quickmeals_es/video/751835287025616685,2025-09-18 12:10:08,207100,5970,510
V01375,Gym Enthusiast,La Mejor Proteína Barata de Hacendado,"#volumen, #proteina, #recetasfit, #mercadona, #hacendado",https://www.tiktok.com/@gymfoodie/video/749717806697879928,2025-06-18 12:10:08,86402,6554,661
V01376,Eco-Friendly,Mi Compra a Granel,"#zerowaste, #sostenible, #hacendado",https://www.tiktok.com/@eco_hacks/video/734511324020189627,2025-09-15 12:10:08,41065,1155,157
V01377,Conveniente/Express,Cena por Menos de 5€ y en 5 Minutos,"#rapido, #express, #ahorratiempo",https://www.tiktok.com/@quickmeals_es/video/700465848913109132,2025-07-28 12:10:08,126339,2957,305
V01378,Conveniente/Express,Cena por Menos de 5€ y en 5 Minutos,"#soltero, #ahorratiempo, #mercadona, #recetasfaciles",https://www.tiktok.com/@quickmeals_es/video/777312541327822839,2025-05-25 12:10:08,33462,2295,120
V01379,Gym Enthusiast,La Mejor Proteína Barata de Hacendado,"#recetasfit, #mercadona, #proteina, #recetasfaciles",https://www.tiktok.com/@gymfoodie/video/738432577927487546,2025-10-20 12:10:08,52030,3436,457
V01380,Conveniente/Express,Cena por Menos de 5€ y en 5 Minutos,"#ahorratiempo, #express, #soltero, #rapido, #hacendado",https://www.tiktok.com/@quickmeals_es/video/794410748839924873,2025-07-06 12:10:08,104485,4770,389
V01381,Eco-Friendly,Productos Zero Waste de Mercadona,"#productosverdes, #plasticfree, #mercadona, #hacendado",https://www.tiktok.com/@eco_hacks/video/775634096274157541,2025-10-12 12:10:08,47351,2283,265
V01382,Conveniente/Express,Platos Preparados que Valen la Pena,"#rapido, #soltero, #ahorratiempo, #express, #mercadona, #hacendado, #recetasfaciles",https://www.tiktok.com/@quickmeals_es/video/735278205630470238,2025-10-23 12:10:08,65360,2996,281
V01383,Familia Numerosa,Compra Mensual en Mercadona (MAXI CESTA),"#comprasemanal, #packahorro, #organizacion, #granel, #recetasfaciles",https://www.tiktok.com/@misfamiliafood/video/797502407157871804,2025-10-25 12:10:08,19120,855,53
V01384,Eco-Friendly,Mi Compra a Granel,"#sostenible, #productosverdes, #zerowaste, #plasticfree, #mercadona, #recetasfaciles",https://www.tiktok.com/@eco_hacks/video/794996111579277451,2025-06-08 12:10:08,48956,3537,461
V01385,Celíaco/Intolerancias,Mi Compra CERO LACTOSA,"#apto, #singluten, #glutenfree, #intolerancia, #hacendado, #recetasfaciles",https://www.tiktok.com/@celiaco_reviews/video/707999504221823228,2025-07-02 12:10:08,49524,3706,499
V01386,Vegano,Alternativas Vegetales TOP en el Súper,"#vegano, #tofu, #mercadona, #hacendado",https://www.tiktok.com/@veganlife_es/video/709153183975655086,2025-08-26 12:10:08,72832,2835,277
V01387,Vegano,Alternativas Vegetales TOP en el Súper,"#tofu, #plantbased, #mercadona",https://www.tiktok.com/@veganlife_es/video/724842377594489889,2025-07-08 12:10:08,162355,6698,720
V01388,Conveniente/Express,Platos Preparados que Valen la Pena,"#ahorratiempo, #soltero, #cenafacil, #hacendado",https://www.tiktok.com/@quickmeals_es/video/716473379389180175,2025-08-14 12:10:08,37852,2123,199
V01389,Vegano,Alternativas Vegetales TOP en el Súper,"#singluten, #vegano, #tofu, #mercadona",https://www.tiktok.com/@veganlife_es/video/755599661075725197,2025-08-07 12:10:08,147056,6407,331
V01390,Gym Enthusiast,Receta Post-Entreno Proteica,"#gymtok, #fitness, #recetasfit, #proteina, #mercadona, #recetasfaciles",https://www.tiktok.com/@gymfoodie/video/788301513181976672,2025-10-08 12:10:08,87578,3893,446
V01391,Gym Enthusiast,Cena FIT en 10 minutos,"#recetasfit, #proteina, #gymtok, #volumen, #mercadona, #recetasfaciles",https://www.tiktok.com/@gymfoodie/video/731656344416907063,2025-08-24 12:10:08,99792,5483,745
V01392,Conveniente/Express,Cena por Menos de 5€ y en 5 Minutos,"#rapido, #ahorratiempo, #mercadona, #hacendado",https://www.tiktok.com/@quickmeals_es/video/774190861235731386,2025-08-02 12:10:08,41838,2619,157
V01393,Vegano,Postres Veganos Ricos y Rápidos,"#vegano, #mercadona, #tofu, #recetasveganas, #mercadona",https://www.tiktok.com/@veganlife_es/video/786681226516162532,2025-09-11 12:10:08,168665,9308,661
V01394,Gourmet/Premium,Ideas para una Cena Romántica Premium,"#cata, #gourmet, #aove, #delicatessen, #mercadona, #hacendado",https://www.tiktok.com/@gourmet_reviews/video/710958830230435213,2025-07-12 12:10:08,22201,1711,126
V01395,Gym Enthusiast,La Mejor Proteína Barata de Hacendado,"#recetasfit, #volumen, #gymtok, #hacendado, #recetasfaciles",https://www.tiktok.com/@gymfoodie/video/794565560628565699,2025-05-16 12:10:08,85168,4359,323
V01396,Gym Enthusiast,Receta Post-Entreno Proteica,"#mercadona, #proteina, #fitness, #recetasfit, #mercadona, #hacendado",https://www.tiktok.com/@gymfoodie/video/793499153802090697,2025-08-23 12:10:08,28722,1007,73
V01397,Familia Numerosa,Compra Mensual en Mercadona (MAXI CESTA),"#comprasemanal, #recetasencasa, #organizacion, #hacendado, #recetasfaciles",https://www.tiktok.com/@misfamiliafood/video/795031781960889957,2025-06-09 12:10:08,30620,922,83
V01398,Vegano,Postres Veganos Ricos y Rápidos,"#recetasveganas, #vegano, #plantbased, #tofu",https://www.tiktok.com/@veganlife_es/video/710808059799710073,2025-06-22 12:10:08,131628,3361,438
V01399,Familia Numerosa,Recetas de Pasta que Encantan a Todos,"#familia, #recetasencasa, #hacendado, #recetasfaciles",https://www.tiktok.com/@misfamiliafood/video/742662433770957431,2025-06-24 12:10:08,44533,3188,264
V01400,Eco-Friendly,Alternativas Sostenibles en el Baño,"#ecofriendly, #bio, #productosverdes, #mercadona, #hacendado, #recetasfaciles",https://www.tiktok.com/@eco_hacks/video/714039314924934639,2025-06-30 12:10:08,43103,885,49
V01401,Conveniente/Express,Platos Preparados que Valen la Pena,"#comidapreparada, #ahorratiempo, #cenafacil, #rapido, #mercadona, #recetasfaciles",https://www.tiktok.com/@quickmeals_es/video/791272173207892352,2025-06-07 12:10:08,121225,2942,389
V01402,Gourmet/Premium,Ideas para una Cena Romántica Premium,"#aove, #cata, #recetapremium, #jamon",https://www.tiktok.com/@gourmet_reviews/video/729288192306313472,2025-11-06 12:10:08,14858,555,71
V01403,Conveniente/Express,Cena por Menos de 5€ y en 5 Minutos,"#comidapreparada, #rapido, #recetasfaciles",https://www.tiktok.com/@quickmeals_es/video/783318121588123715,2025-06-19 12:10:08,78156,2422,298
