ticket_id,user_id,date,total_amount,store_location
T001522,U0097,2025-10-08,23.0,Mercadona Sevilla
T001523,U0097,2025-10-19,42.0,Mercadona Sevilla
T001524,U0097,2025-10-30,28.4,Mercadona Sevilla
T001525,U0098,2025-01-19,39.2,Mercadona Bilbao
T001526,U0098,2025-02-05,128.6,Mercadona Bilbao
T001527,U0098,2025-02-22,73.7,Mercadona Bilbao
T001528,U0098,2025-03-12,111.3,Mercadona Bilbao
T001529,U0098,2025-03-29,115.1,Mercadona Bilbao
T001530,U0098,2025-04-15,100.9,Mercadona Bilbao
T001531,U0098,2025-05-03,163.2,Mercadona Bilbao
T001532,U0098,2025-05-20,68.5,Mercadona Bilbao
T001533,U0098,2025-06-06,100.5,Mercadona Bilbao
T001534,U0098,2025-06-24,143.8,Mercadona Bilbao
T001535,U0098,2025-07-11,117.6,Mercadona Bilbao
T001536,U0098,2025-07-28,147.9,Mercadona Bilbao
T001537,U0098,2025-08-15,95.2,Mercadona Bilbao
T001538,U0098,2025-09-01,131.9,Mercadona Bilbao
T001539,U0098,2025-09-18,69.3,Mercadona Bilbao
T001540,U0098,2025-10-06,146.4,Mercadona Bilbao
T001541,U0098,2025-10-23,93.6,Mercadona Bilbao
T001542,U0099,2023-12-12,45.0,Mercadona Madrid
T001543,U0099,2024-01-17,31.5,Mercadona Madrid
T001544,U0099,2024-02-23,34.5,Mercadona Madrid
T001545,U0099,2024-03-31,42.6,Mercadona Madrid
T001546,U0099,2024-05-07,57.3,Mercadona Madrid
T001547,U0099,2024-06-12,45.6,Mercadona Madrid
T001548,U0099,2024-07-19,15.3,Mercadona Madrid
T001549,U0099,2024-08-25,56.7,Mercadona Madrid
T001550,U0099,2024-10-01,17.1,Mercadona Madrid
T001551,U0099,2024-11-07,22.2,Mercadona Madrid
T001552,U0099,2024-12-13,56.4,Mercadona Madrid
T001553,U0099,2025-01-19,58.5,Mercadona Madrid
T001554,U0099,2025-02-25,34.8,Mercadona Madrid
T001555,U0099,2025-04-03,26.4,Mercadona Madrid
T001556,U0099,2025-05-10,41.7,Mercadona Madrid
T001557,U0099,2025-06-15,45.6,Mercadona Madrid
T001558,U0099,2025-07-22,50.4,Mercadona Madrid
T001559,U0099,2025-08-28,28.2,Mercadona Madrid
T001560,U0099,2025-10-04,48.6,Mercadona Madrid
T001561,U0100,2024-11-14,150.1,Mercadona Madrid
T001562,U0100,2024-12-09,76.7,Mercadona Madrid
T001563,U0100,2025-01-04,60.3,Mercadona Madrid
T001564,U0100,2025-01-30,79.9,Mercadona Madrid
T001565,U0100,2025-02-25,100.8,Mercadona Madrid
T001566,U0100,2025-03-22,126.8,Mercadona Madrid
T001567,U0100,2025-04-17,103.6,Mercadona Madrid
T001568,U0100,2025-05-13,110.6,Mercadona Madrid
T001569,U0100,2025-06-08,112.8,Mercadona Madrid
T001570,U0100,2025-07-04,144.8,Mercadona Madrid
T001571,U0100,2025-07-29,85.9,Mercadona Madrid
T001572,U0100,2025-08-24,60.0,Mercadona Madrid
T001573,U0100,2025-09-19,139.2,Mercadona Madrid
T001574,U0100,2025-10-15,83.7,Mercadona Madrid
T001575,U0101,2025-05-27,35.6,Mercadona Barcelona
T001576,U0101,2025-06-11,16.6,Mercadona Barcelona
T001577,U0101,2025-06-26,47.5,Mercadona Barcelona
T001578,U0101,2025-07-11,41.4,Mercadona Barcelona
T001579,U0101,2025-07-26,42.4,Mercadona Barcelona
T001580,U0101,2025-08-10,28.5,Mercadona Barcelona
T001581,U0101,2025-08-26,21.9,Mercadona Barcelona
T001582,U0101,2025-09-10,24.0,Mercadona Barcelona
T001583,U0101,2025-09-25,24.6,Mercadona Barcelona
T001584,U0101,2025-10-10,41.8,Mercadona Barcelona
T001585,U0101,2025-10-25,28.3,Mercadona Barcelona
T001586,U0102,2023-12-28,94.9,Mercadona Madrid
T001587,U0102,2024-02-08,59.8,Mercadona Madrid
T001588,U0102,2024-03-22,110.9,Mercadona Madrid
T001589,U0102,2024-05-04,130.9,Mercadona Madrid
T001590,U0102,2024-06-15,85.5,Mercadona Madrid
T001591,U0102,2024-07-28,136.6,Mercadona Madrid
T001592,U0102,2024-09-09,112.9,Mercadona Madrid
T001593,U0102,2024-10-21,114.5,Mercadona Madrid
T001594,U0102,2024-12-03,111.3,Mercadona Madrid
T001595,U0102,2025-01-15,87.8,Mercadona Madrid
T001596,U0102,2025-02-26,96.1,Mercadona Madrid
T001597,U0102,2025-04-10,118.8,Mercadona Madrid
T001598,U0102,2025-05-23,127.4,Mercadona Madrid
T001599,U0102,2025-07-04,29.4,Mercadona Madrid
T001600,U0102,2025-08-16,108.0,Mercadona Madrid
T001601,U0102,2025-09-28,157.7,Mercadona Madrid
T001602,U0103,2024-07-07,28.8,Mercadona Bilbao
T001603,U0103,2024-08-01,12.6,Mercadona Bilbao
T001604,U0103,2024-08-27,55.8,Mercadona Bilbao
T001605,U0103,2024-09-22,20.1,Mercadona Bilbao
T001606,U0103,2024-10-18,44.1,Mercadona Bilbao
T001607,U0103,2024-11-13,48.3,Mercadona Bilbao
T001608,U0103,2024-12-09,32.7,Mercadona Bilbao
T001609,U0103,2025-01-03,39.9,Mercadona Bilbao
T001610,U0103,2025-01-29,12.0,Mercadona Bilbao
T001611,U0103,2025-02-24,45.0,Mercadona Bilbao
T001612,U0103,2025-03-22,21.6,Mercadona Bilbao
T001613,U0103,2025-04-17,18.9,Mercadona Bilbao
T001614,U0103,2025-05-13,41.4,Mercadona Bilbao
T001615,U0103,2025-06-07,39.6,Mercadona Bilbao
T001616,U0103,2025-07-03,50.4,Mercadona Bilbao
T001617,U0103,2025-07-29,35.1,Mercadona Bilbao
T001618,U0103,2025-08-24,41.7,Mercadona Bilbao
T001619,U0103,2025-09-19,45.0,Mercadona Bilbao
T001620,U0103,2025-10-15,39.3,Mercadona Bilbao
T001621,U0104,2024-12-06,115.3,Mercadona Barcelona
T001622,U0104,2025-01-08,108.7,Mercadona Barcelona
T001623,U0104,2025-02-11,129.6,Mercadona Barcelona
T001624,U0104,2025-03-17,89.8,Mercadona Barcelona
T001625,U0104,2025-04-20,100.9,Mercadona Barcelona
T001626,U0104,2025-05-24,94.8,Mercadona Barcelona
T001627,U0104,2025-06-27,99.8,Mercadona Barcelona
T001628,U0104,2025-07-31,95.1,Mercadona Barcelona
T001629,U0104,2025-09-03,109.6,Mercadona Barcelona
T001630,U0104,2025-10-07,73.3,Mercadona Barcelona
T001631,U0105,2025-06-29,32.6,Mercadona Madrid
T001632,U0105,2025-07-11,35.8,Mercadona Madrid
T001633,U0105,2025-07-23,32.0,Mercadona Madrid
T001634,U0105,2025-08-04,56.8,Mercadona Madrid
T001635,U0105,2025-08-16,43.9,Mercadona Madrid
T001636,U0105,2025-08-28,43.7,Mercadona Madrid
T001637,U0105,2025-09-10,48.7,Mercadona Madrid
T001638,U0105,2025-09-22,45.3,Mercadona Madrid
T001639,U0105,2025-10-04,32.4,Mercadona Madrid
T001640,U0105,2025-10-16,29.7,Mercadona Madrid
T001641,U0105,2025-10-28,40.6,Mercadona Madrid
T001642,U0106,2024-04-27,140.6,Mercadona Barcelona
T001643,U0106,2024-06-06,109.7,Mercadona Barcelona
T001644,U0106,2024-07-16,164.4,Mercadona Barcelona
T001645,U0106,2024-08-25,75.9,Mercadona Barcelona
T001646,U0106,2024-10-04,108.0,Mercadona Barcelona
T001647,U0106,2024-11-13,144.4,Mercadona Barcelona
T001648,U0106,2024-12-23,126.7,Mercadona Barcelona
T001649,U0106,2025-02-02,48.9,Mercadona Barcelona
T001650,U0106,2025-03-14,64.8,Mercadona Barcelona
T001651,U0106,2025-04-23,71.4,Mercadona Barcelona
T001652,U0106,2025-06-02,130.6,Mercadona Barcelona
T001653,U0106,2025-07-12,119.1,Mercadona Barcelona
T001654,U0106,2025-08-21,132.1,Mercadona Barcelona
T001655,U0106,2025-09-30,161.1,Mercadona Barcelona
T001656,U0107,2024-04-27,55.4,Mercadona Valencia
T001657,U0107,2024-05-30,56.6,Mercadona Valencia
T001658,U0107,2024-07-02,53.1,Mercadona Valencia
T001659,U0107,2024-08-04,47.65,Mercadona Valencia
T001660,U0107,2024-09-06,28.7,Mercadona Valencia
T001661,U0107,2024-10-09,44.75,Mercadona Valencia
T001662,U0107,2024-11-11,96.0,Mercadona Valencia
T001663,U0107,2024-12-14,57.6,Mercadona Valencia
T001664,U0107,2025-01-16,130.4,Mercadona Valencia
T001665,U0107,2025-02-18,19.5,Mercadona Valencia
T001666,U0107,2025-03-23,65.5,Mercadona Valencia
T001667,U0107,2025-04-25,131.95,Mercadona Valencia
T001668,U0107,2025-05-28,128.95,Mercadona Valencia
T001669,U0107,2025-06-30,57.5,Mercadona Valencia
T001670,U0107,2025-08-02,59.5,Mercadona Valencia
T001671,U0107,2025-09-04,21.1,Mercadona Valencia
T001672,U0107,2025-10-07,45.9,Mercadona Valencia
T001673,U0108,2024-01-25,61.6,Mercadona Barcelona
T001674,U0108,2024-03-11,146.9,Mercadona Barcelona
T001675,U0108,2024-04-27,143.9,Mercadona Barcelona
T001676,U0108,2024-06-13,59.4,Mercadona Barcelona
T001677,U0108,2024-07-30,183.9,Mercadona Barcelona
T001678,U0108,2024-09-14,141.9,Mercadona Barcelona
T001679,U0108,2024-10-31,108.0,Mercadona Barcelona
T001680,U0108,2024-12-17,138.1,Mercadona Barcelona
T001681,U0108,2025-02-02,102.1,Mercadona Barcelona
T001682,U0108,2025-03-21,131.9,Mercadona Barcelona
T001683,U0108,2025-05-06,129.8,Mercadona Barcelona
T001684,U0108,2025-06-22,108.1,Mercadona Barcelona
T001685,U0108,2025-08-08,103.9,Mercadona Barcelona
T001686,U0108,2025-09-24,93.1,Mercadona Barcelona
T001687,U0109,2024-05-31,126.4,Mercadona Sevilla
T001688,U0109,2024-07-05,144.4,Mercadona Sevilla
T001689,U0109,2024-08-09,103.0,Mercadona Sevilla
T001690,U0109,2024-09-13,96.4,Mercadona Sevilla
T001691,U0109,2024-10-18,95.2,Mercadona Sevilla
T001692,U0109,2024-11-23,145.3,Mercadona Sevilla
T001693,U0109,2024-12-28,50.5,Mercadona Sevilla
T001694,U0109,2025-02-01,136.9,Mercadona Sevilla
T001695,U0109,2025-03-08,114.7,Mercadona Sevilla
T001696,U0109,2025-04-12,116.6,Mercadona Sevilla
T001697,U0109,2025-05-18,139.0,Mercadona Sevilla
T001698,U0109,2025-06-22,147.2,Mercadona Sevilla
T001699,U0109,2025-07-27,98.8,Mercadona Sevilla
T001700,U0109,2025-08-31,152.4,Mercadona Sevilla
T001701,U0109,2025-10-05,106.9,Mercadona Sevilla
T001702,U0110,2025-05-04,62.7,Mercadona Bilbao
T001703,U0110,2025-05-14,127.35,Mercadona Bilbao
T001704,U0110,2025-05-24,113.15,Mercadona Bilbao
T001705,U0110,2025-06-03,61.95,Mercadona Bilbao
T001706,U0110,2025-06-13,128.75,Mercadona Bilbao
T001707,U0110,2025-06-23,108.1,Mercadona Bilbao
T001708,U0110,2025-07-03,117.55,Mercadona Bilbao
T001709,U0110,2025-07-13,112.3,Mercadona Bilbao
T001710,U0110,2025-07-23,106.0,Mercadona Bilbao
T001711,U0110,2025-08-02,80.6,Mercadona Bilbao
T001712,U0110,2025-08-12,102.9,Mercadona Bilbao
T001713,U0110,2025-08-22,51.8,Mercadona Bilbao
T001714,U0110,2025-09-01,76.8,Mercadona Bilbao
T001715,U0110,2025-09-11,42.6,Mercadona Bilbao
T001716,U0110,2025-09-21,129.6,Mercadona Bilbao
T001717,U0110,2025-10-01,122.15,Mercadona Bilbao
T001718,U0110,2025-10-11,53.7,Mercadona Bilbao
T001719,U0110,2025-10-21,35.35,Mercadona Bilbao
T001720,U0110,2025-10-31,76.45,Mercadona Bilbao
T001721,U0111,2024-04-01,28.0,Mercadona Sevilla
T001722,U0111,2024-05-20,20.2,Mercadona Sevilla
T001723,U0111,2024-07-08,22.5,Mercadona Sevilla
T001724,U0111,2024-08-26,31.9,Mercadona Sevilla
T001725,U0111,2024-10-14,41.0,Mercadona Sevilla
T001726,U0111,2024-12-02,15.2,Mercadona Sevilla
T001727,U0111,2025-01-20,36.9,Mercadona Sevilla
T001728,U0111,2025-03-10,6.5,Mercadona Sevilla
T001729,U0111,2025-04-28,25.5,Mercadona Sevilla
T001730,U0111,2025-06-16,31.1,Mercadona Sevilla
T001731,U0111,2025-08-04,27.8,Mercadona Sevilla
T001732,U0111,2025-09-22,43.5,Mercadona Sevilla
T001733,U0112,2024-01-25,134.6,Mercadona Sevilla
T001734,U0112,2024-03-11,167.2,Mercadona Sevilla
T001735,U0112,2024-04-27,129.8,Mercadona Sevilla
T001736,U0112,2024-06-13,83.8,Mercadona Sevilla
T001737,U0112,2024-07-30,163.4,Mercadona Sevilla
T001738,U0112,2024-09-14,124.5,Mercadona Sevilla
T001739,U0112,2024-10-31,97.9,Mercadona Sevilla
T001740,U0112,2024-12-17,137.2,Mercadona Sevilla
T001741,U0112,2025-02-02,116.3,Mercadona Sevilla
T001742,U0112,2025-03-21,113.1,Mercadona Sevilla
T001743,U0112,2025-05-06,71.2,Mercadona Sevilla
T001744,U0112,2025-06-22,48.1,Mercadona Sevilla
T001745,U0112,2025-08-08,144.4,Mercadona Sevilla
T001746,U0112,2025-09-24,90.7,Mercadona Sevilla
T001747,U0113,2025-03-08,45.4,Mercadona Barcelona
T001748,U0113,2025-03-30,38.3,Mercadona Barcelona
T001749,U0113,2025-04-21,42.3,Mercadona Barcelona
T001750,U0113,2025-05-14,38.2,Mercadona Barcelona
T001751,U0113,2025-06-05,12.2,Mercadona Barcelona
T001752,U0113,2025-06-28,23.3,Mercadona Barcelona
T001753,U0113,2025-07-20,25.2,Mercadona Barcelona
T001754,U0113,2025-08-12,24.7,Mercadona Barcelona
T001755,U0113,2025-09-03,14.9,Mercadona Barcelona
T001756,U0113,2025-09-26,28.0,Mercadona Barcelona
T001757,U0113,2025-10-18,49.3,Mercadona Barcelona
T001758,U0114,2023-12-09,15.6,Mercadona Valencia
T001759,U0114,2024-01-24,43.9,Mercadona Valencia
T001760,U0114,2024-03-11,67.0,Mercadona Valencia
T001761,U0114,2024-04-27,34.1,Mercadona Valencia
T001762,U0114,2024-06-13,63.0,Mercadona Valencia
T001763,U0114,2024-07-30,54.5,Mercadona Valencia
T001764,U0114,2024-09-14,35.5,Mercadona Valencia
T001765,U0114,2024-10-31,37.0,Mercadona Valencia
T001766,U0114,2024-12-17,51.7,Mercadona Valencia
T001767,U0114,2025-02-02,25.3,Mercadona Valencia
T001768,U0114,2025-03-21,37.8,Mercadona Valencia
T001769,U0114,2025-05-06,12.4,Mercadona Valencia
T001770,U0114,2025-06-22,50.5,Mercadona Valencia
T001771,U0114,2025-08-08,22.3,Mercadona Valencia
T001772,U0114,2025-09-24,20.6,Mercadona Valencia
T001773,U0115,2024-06-23,16.8,Mercadona Sevilla
T001774,U0115,2024-07-21,32.7,Mercadona Sevilla
T001775,U0115,2024-08-18,38.1,Mercadona Sevilla
T001776,U0115,2024-09-15,45.0,Mercadona Sevilla
T001777,U0115,2024-10-13,39.9,Mercadona Sevilla
T001778,U0115,2024-11-10,19.2,Mercadona Sevilla
T001779,U0115,2024-12-08,32.7,Mercadona Sevilla
T001780,U0115,2025-01-05,52.2,Mercadona Sevilla
T001781,U0115,2025-02-02,33.9,Mercadona Sevilla
T001782,U0115,2025-03-02,42.3,Mercadona Sevilla
T001783,U0115,2025-03-30,51.6,Mercadona Sevilla
T001784,U0115,2025-04-27,37.2,Mercadona Sevilla
T001785,U0115,2025-05-25,23.4,Mercadona Sevilla
T001786,U0115,2025-06-22,45.6,Mercadona Sevilla
T001787,U0115,2025-07-20,64.5,Mercadona Sevilla
T001788,U0115,2025-08-17,27.3,Mercadona Sevilla
T001789,U0115,2025-09-14,41.7,Mercadona Sevilla
T001790,U0115,2025-10-12,25.8,Mercadona Sevilla
T001791,U0116,2024-09-04,23.4,Mercadona Madrid
T001792,U0116,2024-10-13,29.0,Mercadona Madrid
T001793,U0116,2024-11-21,49.2,Mercadona Madrid
T001794,U0116,2024-12-30,35.0,Mercadona Madrid
T001795,U0116,2025-02-08,24.4,Mercadona Madrid
T001796,U0116,2025-03-19,26.7,Mercadona Madrid
T001797,U0116,2025-04-27,54.2,Mercadona Madrid
T001798,U0116,2025-06-05,51.2,Mercadona Madrid
T001799,U0116,2025-07-15,22.7,Mercadona Madrid
T001800,U0116,2025-08-23,42.6,Mercadona Madrid
T001801,U0116,2025-10-01,52.0,Mercadona Madrid
T001802,U0117,2024-11-04,29.2,Mercadona Valencia
T001803,U0117,2024-11-28,43.6,Mercadona Valencia
T001804,U0117,2024-12-23,42.7,Mercadona Valencia
T001805,U0117,2025-01-17,32.5,Mercadona Valencia
T001806,U0117,2025-02-10,29.7,Mercadona Valencia
T001807,U0117,2025-03-07,40.4,Mercadona Valencia
T001808,U0117,2025-04-01,32.4,Mercadona Valencia
T001809,U0117,2025-04-26,28.7,Mercadona Valencia
T001810,U0117,2025-05-20,23.4,Mercadona Valencia
T001811,U0117,2025-06-14,29.6,Mercadona Valencia
T001812,U0117,2025-07-09,27.7,Mercadona Valencia
T001813,U0117,2025-08-03,31.4,Mercadona Valencia
T001814,U0117,2025-08-27,37.0,Mercadona Valencia
T001815,U0117,2025-09-21,28.9,Mercadona Valencia
T001816,U0117,2025-10-16,29.2,Mercadona Valencia
T001817,U0118,2024-03-13,113.4,Mercadona Valencia
T001818,U0118,2024-04-25,106.35,Mercadona Valencia
T001819,U0118,2024-06-07,123.45,Mercadona Valencia
T001820,U0118,2024-07-21,69.5,Mercadona Valencia
T001821,U0118,2024-09-02,125.2,Mercadona Valencia
T001822,U0118,2024-10-15,26.7,Mercadona Valencia
T001823,U0118,2024-11-28,139.0,Mercadona Valencia
T001824,U0118,2025-01-10,130.9,Mercadona Valencia
T001825,U0118,2025-02-22,86.95,Mercadona Valencia
T001826,U0118,2025-04-07,104.75,Mercadona Valencia
T001827,U0118,2025-05-20,30.7,Mercadona Valencia
T001828,U0118,2025-07-02,138.4,Mercadona Valencia
T001829,U0118,2025-08-15,80.65,Mercadona Valencia
T001830,U0118,2025-09-27,32.2,Mercadona Valencia
T001831,U0119,2024-10-01,45.0,Mercadona Valencia
T001832,U0119,2024-10-26,24.9,Mercadona Valencia
T001833,U0119,2024-11-20,30.6,Mercadona Valencia
T001834,U0119,2024-12-15,21.9,Mercadona Valencia
T001835,U0119,2025-01-10,24.0,Mercadona Valencia
T001836,U0119,2025-02-04,61.8,Mercadona Valencia
T001837,U0119,2025-03-01,24.0,Mercadona Valencia
T001838,U0119,2025-03-27,19.2,Mercadona Valencia
T001839,U0119,2025-04-21,19.2,Mercadona Valencia
T001840,U0119,2025-05-16,31.2,Mercadona Valencia
T001841,U0119,2025-06-11,16.8,Mercadona Valencia
T001842,U0119,2025-07-06,57.9,Mercadona Valencia
T001843,U0119,2025-07-31,32.4,Mercadona Valencia
T001844,U0119,2025-08-26,29.7,Mercadona Valencia
T001845,U0119,2025-09-20,10.2,Mercadona Valencia
T001846,U0119,2025-10-15,44.4,Mercadona Valencia
T001847,U0120,2025-03-12,22.7,Mercadona Barcelona
T001848,U0120,2025-03-24,26.7,Mercadona Barcelona
T001849,U0120,2025-04-06,21.2,Mercadona Barcelona
T001850,U0120,2025-04-19,40.7,Mercadona Barcelona
T001851,U0120,2025-05-02,16.7,Mercadona Barcelona
T001852,U0120,2025-05-14,35.6,Mercadona Barcelona
T001853,U0120,2025-05-27,25.1,Mercadona Barcelona
T001854,U0120,2025-06-09,17.6,Mercadona Barcelona
T001855,U0120,2025-06-22,41.9,Mercadona Barcelona
T001856,U0120,2025-07-05,22.3,Mercadona Barcelona
T001857,U0120,2025-07-17,16.0,Mercadona Barcelona
T001858,U0120,2025-07-30,29.6,Mercadona Barcelona
T001859,U0120,2025-08-12,29.9,Mercadona Barcelona
T001860,U0120,2025-08-25,23.7,Mercadona Barcelona
T001861,U0120,2025-09-07,41.0,Mercadona Barcelona
T001862,U0120,2025-09-19,18.6,Mercadona Barcelona
T001863,U0120,2025-10-02,40.0,Mercadona Barcelona
T001864,U0120,2025-10-15,47.0,Mercadona Barcelona
T001865,U0120,2025-10-28,25.9,Mercadona Barcelona
T001866,U0121,2024-10-10,38.7,Mercadona Sevilla
T001867,U0121,2024-11-05,46.6,Mercadona Sevilla
T001868,U0121,2024-12-01,17.8,Mercadona Sevilla
T001869,U0121,2024-12-28,38.8,Mercadona Sevilla
T001870,U0121,2025-01-23,33.8,Mercadona Sevilla
T001871,U0121,2025-02-19,23.8,Mercadona Sevilla
T001872,U0121,2025-03-17,38.2,Mercadona Sevilla
T001873,U0121,2025-04-12,32.6,Mercadona Sevilla
T001874,U0121,2025-05-09,27.0,Mercadona Sevilla
T001875,U0121,2025-06-04,26.6,Mercadona Sevilla
T001876,U0121,2025-07-01,41.0,Mercadona Sevilla
T001877,U0121,2025-07-27,31.2,Mercadona Sevilla
T001878,U0121,2025-08-22,43.4,Mercadona Sevilla
T001879,U0121,2025-09-18,29.6,Mercadona Sevilla
T001880,U0121,2025-10-14,34.2,Mercadona Sevilla
T001881,U0122,2024-02-01,93.7,Mercadona Valencia
T001882,U0122,2024-03-06,99.35,Mercadona Valencia
T001883,U0122,2024-04-09,94.4,Mercadona Valencia
T001884,U0122,2024-05-13,121.8,Mercadona Valencia
T001885,U0122,2024-06-16,50.65,Mercadona Valencia
T001886,U0122,2024-07-20,67.1,Mercadona Valencia
T001887,U0122,2024-08-23,19.3,Mercadona Valencia
T001888,U0122,2024-09-26,125.4,Mercadona Valencia
T001889,U0122,2024-10-30,119.65,Mercadona Valencia
T001890,U0122,2024-12-03,141.0,Mercadona Valencia
T001891,U0122,2025-01-07,98.2,Mercadona Valencia
T001892,U0122,2025-02-10,24.5,Mercadona Valencia
T001893,U0122,2025-03-16,69.3,Mercadona Valencia
T001894,U0122,2025-04-19,80.3,Mercadona Valencia
T001895,U0122,2025-05-23,104.3,Mercadona Valencia
T001896,U0122,2025-06-26,107.65,Mercadona Valencia
T001897,U0122,2025-07-30,69.75,Mercadona Valencia
T001898,U0122,2025-09-02,103.75,Mercadona Valencia
T001899,U0122,2025-10-06,119.85,Mercadona Valencia
T001900,U0123,2025-07-20,79.7,Mercadona Valencia
T001901,U0123,2025-07-26,66.9,Mercadona Valencia
T001902,U0123,2025-08-01,132.1,Mercadona Valencia
T001903,U0123,2025-08-07,156.1,Mercadona Valencia
T001904,U0123,2025-08-14,123.9,Mercadona Valencia
T001905,U0123,2025-08-20,97.6,Mercadona Valencia
T001906,U0123,2025-08-26,140.9,Mercadona Valencia
T001907,U0123,2025-09-01,108.4,Mercadona Valencia
T001908,U0123,2025-09-08,176.3,Mercadona Valencia
T001909,U0123,2025-09-14,171.6,Mercadona Valencia
T001910,U0123,2025-09-20,107.4,Mercadona Valencia
T001911,U0123,2025-09-27,142.2,Mercadona Valencia
T001912,U0123,2025-10-03,150.4,Mercadona Valencia
T001913,U0123,2025-10-09,89.4,Mercadona Valencia
T001914,U0123,2025-10-15,36.6,Mercadona Valencia
T001915,U0123,2025-10-22,102.7,Mercadona Valencia
T001916,U0123,2025-10-28,81.2,Mercadona Valencia
T001917,U0123,2025-11-03,101.7,Mercadona Valencia
T001918,U0124,2024-08-12,69.25,Mercadona Valencia
T001919,U0124,2024-09-26,35.3,Mercadona Valencia
T001920,U0124,2024-11-11,80.1,Mercadona Valencia
T001921,U0124,2024-12-26,55.45,Mercadona Valencia
T001922,U0124,2025-02-10,94.2,Mercadona Valencia
T001923,U0124,2025-03-27,76.95,Mercadona Valencia
T001924,U0124,2025-05-12,54.2,Mercadona Valencia
T001925,U0124,2025-06-26,90.4,Mercadona Valencia
T001926,U0124,2025-08-11,49.4,Mercadona Valencia
T001927,U0124,2025-09-25,89.7,Mercadona Valencia
T001928,U0125,2025-10-10,28.2,Mercadona Madrid
T001929,U0125,2025-10-12,34.8,Mercadona Madrid
T001930,U0125,2025-10-15,59.1,Mercadona Madrid
T001931,U0125,2025-10-17,26.7,Mercadona Madrid
T001932,U0125,2025-10-20,36.3,Mercadona Madrid
T001933,U0125,2025-10-22,42.0,Mercadona Madrid
T001934,U0125,2025-10-25,45.9,Mercadona Madrid
T001935,U0125,2025-10-28,32.4,Mercadona Madrid
T001936,U0125,2025-10-30,34.8,Mercadona Madrid
T001937,U0125,2025-11-02,42.9,Mercadona Madrid
T001938,U0125,2025-11-04,50.1,Mercadona Madrid
T001939,U0125,2025-11-07,38.1,Mercadona Madrid
T001940,U0126,2024-01-26,19.2,Mercadona Bilbao
T001941,U0126,2024-03-09,53.0,Mercadona Bilbao
T001942,U0126,2024-04-22,33.4,Mercadona Bilbao
T001943,U0126,2024-06-04,34.1,Mercadona Bilbao
T001944,U0126,2024-07-18,55.9,Mercadona Bilbao
T001945,U0126,2024-08-31,47.3,Mercadona Bilbao
T001946,U0126,2024-10-13,53.5,Mercadona Bilbao
T001947,U0126,2024-11-26,31.3,Mercadona Bilbao
T001948,U0126,2025-01-08,28.8,Mercadona Bilbao
T001949,U0126,2025-02-21,46.9,Mercadona Bilbao
T001950,U0126,2025-04-06,40.3,Mercadona Bilbao
T001951,U0126,2025-05-19,63.2,Mercadona Bilbao
T001952,U0126,2025-07-02,34.2,Mercadona Bilbao
T001953,U0126,2025-08-14,55.8,Mercadona Bilbao
T001954,U0126,2025-09-27,42.7,Mercadona Bilbao
T001955,U0127,2024-07-27,77.7,Mercadona Valencia
T001956,U0127,2024-09-04,154.2,Mercadona Valencia
T001957,U0127,2024-10-13,140.3,Mercadona Valencia
T001958,U0127,2024-11-21,57.5,Mercadona Valencia
T001959,U0127,2024-12-31,44.2,Mercadona Valencia
T001960,U0127,2025-02-08,85.1,Mercadona Valencia
T001961,U0127,2025-03-19,136.9,Mercadona Valencia
T001962,U0127,2025-04-27,165.9,Mercadona Valencia
T001963,U0127,2025-06-06,124.9,Mercadona Valencia
T001964,U0127,2025-07-15,176.3,Mercadona Valencia
T001965,U0127,2025-08-23,68.3,Mercadona Valencia
T001966,U0127,2025-10-01,58.2,Mercadona Valencia
T001967,U0128,2024-12-10,31.9,Mercadona Madrid
T001968,U0128,2025-01-04,42.3,Mercadona Madrid
T001969,U0128,2025-01-30,28.8,Mercadona Madrid
T001970,U0128,2025-02-25,41.1,Mercadona Madrid
T001971,U0128,2025-03-23,20.3,Mercadona Madrid
T001972,U0128,2025-04-17,57.7,Mercadona Madrid
T001973,U0128,2025-05-13,40.8,Mercadona Madrid
T001974,U0128,2025-06-08,42.3,Mercadona Madrid
T001975,U0128,2025-07-04,52.8,Mercadona Madrid
T001976,U0128,2025-07-29,54.7,Mercadona Madrid
T001977,U0128,2025-08-24,30.7,Mercadona Madrid
T001978,U0128,2025-09-19,32.1,Mercadona Madrid
T001979,U0128,2025-10-15,28.1,Mercadona Madrid
T001980,U0129,2024-06-15,116.9,Mercadona Bilbao
T001981,U0129,2024-07-21,94.9,Mercadona Bilbao
T001982,U0129,2024-08-27,72.3,Mercadona Bilbao
T001983,U0129,2024-10-02,148.2,Mercadona Bilbao
T001984,U0129,2024-11-08,48.6,Mercadona Bilbao
T001985,U0129,2024-12-15,116.6,Mercadona Bilbao
T001986,U0129,2025-01-20,104.9,Mercadona Bilbao
T001987,U0129,2025-02-26,71.4,Mercadona Bilbao
T001988,U0129,2025-04-04,85.9,Mercadona Bilbao
T001989,U0129,2025-05-10,88.6,Mercadona Bilbao
T001990,U0129,2025-06-16,108.7,Mercadona Bilbao
T001991,U0129,2025-07-23,61.6,Mercadona Bilbao
T001992,U0129,2025-08-28,122.4,Mercadona Bilbao
T001993,U0129,2025-10-04,105.9,Mercadona Bilbao
T001994,U0130,2025-08-10,115.3,Mercadona Sevilla
